animal_taxon_name,Species,Kingdom,Phylum,Class,Order,Family,Genus,Vernacular Name,Number of Records,Victoria : Conservation Status,EPBC Act Threatened Species,Weeds of National Significance (WoNS) as at Feb. 2013,VIC State Notifiable Pests,image_url,summary
Japananus hyalinus,https://biodiversity.org.au/afd/taxa/5ac03e12-01ab-4d9b-a04d-a84e7e832e5e,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Japananus,Japanese Maple Leafhopper,9,,,,,https://images.ala.org.au/image/proxyImage?imageId=f5804383-0086-43d0-a1b9-9912e3ba28d9,"Japananus hyalinus, the Japanese maple leafhopper, is a species of leafhopper of the subfamily Deltocephalinae and tribe Opsiini. Believed to be native to eastern Asia, it has been carried with the trade in cultivated maples and is now widely found in Europe, North America and Australia."
Technomyrmex jocosus,https://biodiversity.org.au/afd/taxa/32cf99cd-12cd-4359-aa3a-0eaabfbb75d2,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Technomyrmex,Ant,11,,,,,https://images.ala.org.au/image/proxyImage?imageId=cfccba82-3d70-4d4a-b7c3-828c8da2ce2c,"Technomyrmex jocosus is a species of ant in the genus Technomyrmex, and one of the species referred to as the white-footed ant."
Etiella behrii,https://biodiversity.org.au/afd/taxa/a82a6581-a07c-4484-85f7-a7483ba8ef61,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Etiella,Lucerne Seed Web Moth,767,,,,,https://images.ala.org.au/image/proxyImage?imageId=1ee45a3b-02df-454c-bb16-ddea66d16d16,"Etiella behrii is a species of moth of the family Pyralidae, occurring sporadically but when present considered a serious pest of agricultural crops throughout parts of Australia."
Cernuella virgata,https://biodiversity.org.au/afd/taxa/a0758ac2-d01d-4593-bb18-06846b47b1e3,Animalia,Mollusca,Gastropoda,Stylommatophora,Hygromiidae,Cernuella,Vineyard Snail,280,,,,,https://images.ala.org.au/image/proxyImage?imageId=40cbe343-b299-4bdf-99d7-599bfaf3b08b,"Cernuella virgata, also known as Helicella virgata, common name, the ""vineyard snail"", is a species of small, air-breathing land snail, a pulmonate gastropod mollusc in the family Geomitridae."
Tyrophagus putrescentiae,https://biodiversity.org.au/afd/taxa/ff1b1962-cc0f-47c6-90c2-abe3db6dbf30,Animalia,Arthropoda,Arachnida,Sarcoptiformes,Acaridae,Tyrophagus,,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=541d73e0-5959-4949-a3a5-880bf6108d38,"Tyrophagus putrescentiae is a cosmopolitan mite species. Together with the related species T. longior, it is commonly referred to as the mould mite or the cheese mite. The genus name translates from Greek to ""cheese eater."""
Amphimallon majale,ALA_DR22913_2157,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Amphimallon,,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=2310c7e0-ee2c-43a4-9b3e-9ed60e340208,"The European chafer is a beetle of the family Scarabaeidae. Formerly found only in continental Europe, this invasive species is now found at temperate latitudes in North America. The large, white grubs of A. majale feed on the roots of most cool-latitude grasses, both wild and cultivated. This has made the European chafer an enemy of lawns."
Sitona discoideus,https://biodiversity.org.au/afd/taxa/1bfbf95e-78c9-4cfa-8872-48ebe24f8ccc,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,Sitona Weevil,87,,,,,https://images.ala.org.au/image/proxyImage?imageId=1e4a0c22-f92c-42e8-87e1-65dbffaa2258,
Choerocoris paganus,https://biodiversity.org.au/afd/taxa/54d8a8b2-debc-40ef-b934-129951b15d81,Animalia,Arthropoda,Insecta,Hemiptera,Scutelleridae,Choerocoris,Ground Shield Bug,737,,,,,https://images.ala.org.au/image/proxyImage?imageId=436d67ab-7e23-4c90-8588-56a947c1878f,"Choerocoris paganus, also known as the red jewel bug, is a species of true bug in the family Scutelleridae. They are generally not harmful, but can exude noxious chemicals. They are found in woodlands and scrublands of Australia."
Ephestia elutella,https://biodiversity.org.au/afd/taxa/441414e1-8259-4435-9813-77638e8abbd6,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Ephestia,Tobacco Moth,2,,,,,https://images.ala.org.au/image/proxyImage?imageId=95b48e2a-d02f-494f-9c2b-9c3a9e99b3e8,"Ephestia elutella, the cacao moth, tobacco moth or warehouse moth, is a small moth of the family Pyralidae. It is probably native to Europe, but has been transported widely, even to Australia. A subspecies is E. e. pterogrisella."
Phrissogonus laticostata,https://biodiversity.org.au/afd/taxa/44d06aa5-42c6-4a2e-91e1-03630b442be5,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phrissogonus,Geometer Moth,2635,,,,,https://images.ala.org.au/image/proxyImage?imageId=271fdf1c-c362-4d28-99a4-33d9bcaf5932,"Phrissogonus is a monotypic moth genus in the family Geometridae erected by Arthur Gardiner Butler in 1882. Its only species, Phrissogonus laticostata, the apple looper, was first described by Francis Walker in 1862. It is found in Australia, New Caledonia and New Zealand."
Pseudopeziza medicaginis,NZOR-6-57525,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pseudopeziza,,1,,,,Y,https://images.ala.org.au/image/proxyImage?imageId=ab6e5c71-3655-4d46-91e2-a01229f9018c,Pseudopeziza medicaginis is a fungal pathogen of alfalfa.
Alisterus scapularis,https://biodiversity.org.au/afd/taxa/55213c39-1809-442e-b5fb-03fb99e8d97a,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Alisterus,Australian King-parrot,57588,,,,,https://images.ala.org.au/image/proxyImage?imageId=dedc4512-1c25-4a11-8ea9-4772eb658d45,"The Australian king parrot is a species of parrot endemic to eastern Australia ranging from Cooktown in Queensland to Port Campbell in Victoria. Found in humid and heavily forested upland regions of the eastern portion of the continent, including eucalyptus wooded areas in and directly adjacent to subtropical and temperate rainforest…"
Eisenia fetida,https://biodiversity.org.au/afd/taxa/35e7f45e-33c0-472c-a75b-1ef44ff6cadf,Animalia,Annelida,Oligochaeta,,Lumbricidae,Eisenia,Compost Worm,21,,,,,https://images.ala.org.au/image/proxyImage?imageId=9ea18ded-3d20-4317-8459-3e91ee129ed6,"Eisenia fetida, known under various common names such as manure worm, redworm, brandling worm, panfish worm, trout worm, tiger worm, red wiggler worm, etc., is a species of earthworm adapted to decaying organic material. These worms thrive in rotting vegetation, compost, and manure. They are epigean, rarely found in soil. In this trait, they resemble Lumbricus rubellus."
Chenonetta jubata,https://biodiversity.org.au/afd/taxa/31944e98-202b-4c14-b480-6508740dde58,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chenonetta,Australian Wood Duck,199885,,,,,https://images.ala.org.au/image/proxyImage?imageId=214c1cc4-70b2-448d-a6ba-682502c0e832,"The Australian wood duck, maned duck or maned goose is a dabbling duck found throughout much of Australia. It is the only living species in the genus Chenonetta. Traditionally placed in the subfamily Anatinae, it might belong to the subfamily Tadorninae (shelducks); the ringed teal may be its closest living relative."
Ptochostola microphaeellus,https://biodiversity.org.au/afd/taxa/1b994b4f-fa2f-4f66-9f87-d913d4d410f5,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Ptochostola,,74,,,,,https://images.ala.org.au/image/proxyImage?imageId=86ea1aa6-0258-4a03-86ee-d7cd297220e7,"Ptochostola microphaeellus is a species of moth of the family Crambidae. It is found in Australia, including Tasmania."
Persectania ewingii,https://biodiversity.org.au/afd/taxa/5225ec4e-57cf-48a1-8839-af1542bb54c7,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Persectania,Southern Armyworm,1664,,,,,https://images.ala.org.au/image/proxyImage?imageId=a6d76a8a-d626-403d-a63b-c67c1bad4613,"Persectania ewingii, commonly known as the southern armyworm, is a species of moth in the family Noctuidae. It is found in the southern and eastern regions of Australia and often migrates across the Bass Strait to Tasmania."
Oryctolagus cuniculus,https://biodiversity.org.au/afd/taxa/692effa3-b719-495f-a86f-ce89e2981652,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Rabbit,38009,,,,,https://images.ala.org.au/image/proxyImage?imageId=dfb0cdcb-24c0-4bb7-8e8d-0290cedc34a8,"The European rabbit or coney is a species of rabbit native to the Iberian Peninsula and southwestern France. It is the only living species in Oryctolagus, a genus of lagomorphs. The average adult European rabbit is smaller than the European hare, though size and weight vary with habitat and diet…"
Alloxysta victrix,https://biodiversity.org.au/afd/taxa/daddd7a4-90cf-456e-b97b-3d6649211805,Animalia,Arthropoda,Insecta,Hymenoptera,Figitidae,Alloxysta,,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=e559265f-9000-4ff0-8b68-c9a4f343b420,
Rhopalosiphum nymphaeae,https://biodiversity.org.au/afd/taxa/36909374-8e7c-47ab-8356-2d70ea05cd19,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Rhopalosiphum,Waterlily Aphid,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=44aeec86-1981-43b3-a302-ea1147767ef4,"Rhopalosiphum nymphaeae, the waterlily aphid, is a species of aphid in the family Aphididae. It is found in Europe."
Dasygaster padockina,https://biodiversity.org.au/afd/taxa/5de32124-b01f-4be7-8c75-24a883e85875,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dasygaster,Tasmanian Cutworm Moth,607,,,,,https://images.ala.org.au/image/proxyImage?imageId=9f81a2d4-4768-49b1-9c20-6ddc7383baa5,"Dasygaster padockina, the Tasmanian cutworm, is a moth of the family Noctuidae. It is found in Australia."
Dendrocerus carpenteri,https://biodiversity.org.au/afd/taxa/bf70ab80-8174-4150-9256-97867a8c5c4b,Animalia,Arthropoda,Insecta,Hymenoptera,Megaspilidae,Dendrocerus,,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=4c0fa8d6-36fa-4218-aed7-ac198a8398f2,
Heliothrips haemorrhoidalis,https://biodiversity.org.au/afd/taxa/36a76274-0488-413a-88ff-667515e6f012,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Heliothrips,Greenhouse Thrips,11,,,,,https://images.ala.org.au/image/proxyImage?imageId=5a8bf422-7b0e-462d-8d54-1fddfc124c94,"Heliothrips haemorrhoidalis is a species of thrips in the family Thripidae. It is most commonly known as the greenhouse thrips, the glasshouse thrip or black tea thrips. This species of thrips was first described in 1833 by Bouché in Berlin, Germany. H. haemorrhoidalis also has many synonyms depending on where they were described from such as: H. adonidum Haliday, H. semiaureus Girault, H…"
Alphitobius diaperinus,https://biodiversity.org.au/afd/taxa/d07b586e-a175-449a-9bd4-1aa786e8eae9,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Alphitobius,Lesser Mealworm,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=a7e106e4-9b3b-4d5f-8497-7d23853bcc0f,"Alphitobius diaperinus is a species of beetle in the family Tenebrionidae, the darkling beetles. It is known commonly as the lesser mealworm and the litter beetle. It has a cosmopolitan distribution, occurring nearly worldwide. It is known widely as a pest insect of stored food grain products such as flour, and of poultry-rearing facilities and it is a vector of many kinds of animal pathogens…"
Porcellio scaber,https://biodiversity.org.au/afd/taxa/c55da61b-571f-420e-a9cf-9a48e4303219,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,,1501,,,,,https://images.ala.org.au/image/proxyImage?imageId=16e5378a-3068-4e0c-8dd3-7aeb51e22d31,"Porcellio scaber, is a species of woodlouse native to Europe but with a cosmopolitan distribution. They are often found in large numbers in most regions, with many species preying on them."
Junonia villida,https://biodiversity.org.au/afd/taxa/89dd1fb0-2549-4285-9b8a-724c39f4542a,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,Meadow Argus,2262,,,,,https://images.ala.org.au/image/proxyImage?imageId=6d21a94e-acde-4cc3-b995-66b4a746755c,"The meadow argus is a butterfly in the family Nymphalidae, commonly found in Australia and Nelsons Island. It is also known as Albin's Hampstead eye in the United Kingdom, where it has occurred only as an accidental import."
Hypolimnas bolina,https://biodiversity.org.au/afd/taxa/9336d196-a00f-440c-b4a1-d38cc2b5f82d,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypolimnas,Varied Eggfly,5,,,,,https://images.ala.org.au/image/proxyImage?imageId=24cf1234-e2ea-4c29-84ea-84c831c16ac8,"Hypolimnas bolina, the great eggfly, common eggfly, varied eggfly, or in New Zealand the blue moon butterfly, is a species of nymphalid butterfly found from Madagascar to Asia and Australia."
Aedia leucomelas,https://biodiversity.org.au/afd/taxa/209006f0-95b9-4ac4-9fbc-5b78f18184cd,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Aedia,Owlet Moth,70,,,,,https://images.ala.org.au/image/proxyImage?imageId=1f21acaa-1e5a-4264-99c3-e687d10c073f,"Aedia leucomelas, the eastern alchymist, sweet potato leaf worm or sorcerer, is a moth of the family Noctuidae. It is found in large parts of the world, ranging from Europe all over Asia up to Japan and some African countries. The subspecies Aedia leucomelas acronyctoides is found in Australia."
Psilogramma menephron,https://biodiversity.org.au/afd/taxa/b0a6ec16-bdf7-4dc1-b2b0-8d83dcbf7206,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Psilogramma,,2,,,,,https://images.ala.org.au/image/proxyImage?imageId=1fad770a-c9ab-4497-9d50-5923a53fc985,"Psilogramma menephron, the privet hawk moth or large brown hawkmoth, is a member of the family Sphingidae. It was described by Pieter Cramer in 1780. It is usually found in Sri Lanka, India, Nepal, central and southern China, Thailand, Vietnam, Indonesia and the Philippines. Psilogramma casuarinae from eastern Australia was long treated as a synonym but is now thought to be a distinct species…"
Gnathothlibus erotus,https://biodiversity.org.au/afd/taxa/8d73f2c8-547c-414c-87a7-77f63c081eaf,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Gnathothlibus,Hawk Moth,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=d71dd56a-82d2-4669-9e36-f30bab294a67,"Gnathothlibus erotus, the white-brow hawkmoth, is a moth of the family Sphingidae. The species was first described by Pieter Cramer in 1777."
Bedellia somnulentella,https://biodiversity.org.au/afd/taxa/da8905e6-234d-43bd-aaa3-4bc59bbdc72c,Animalia,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,Bedellia,,26,,,,,https://images.ala.org.au/image/proxyImage?imageId=63cbe107-99a4-4e1e-9147-f644c92db8c7,"Bedellia somnulentella, the sweet potato leaf miner, is a moth in the family Bedelliidae."
Nesidiocoris tenuis,https://biodiversity.org.au/afd/taxa/17cd8784-f9d4-4d68-82b4-da103c2ba2e7,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Nesidiocoris,Tomato Mirid,4,,,,,https://images.ala.org.au/image/proxyImage?imageId=6e7e0d3e-112f-4e28-bff5-165986e8366d,
Argiope trifasciata,https://biodiversity.org.au/afd/taxa/2b38fa11-b7fb-4bd0-820f-a020e6a5f86a,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,Orb-weaver Spider,176,,,,,https://images.ala.org.au/image/proxyImage?imageId=afcff314-698b-4a4a-ad89-9903c7b89a3f,"Argiope trifasciata is a species of spider native to North and South America, but now found around the world. It can be found in certain areas of Europe, namely the Iberian Peninsula, the Canary Islands, and Madeira. The similar looking Argiope bruennichi is common in the Azores. They typically begin to appear during autumn from early September to late October as temperatures start dropping…"
Stenoptilodes taprobanes,https://biodiversity.org.au/afd/taxa/34c6d099-fd95-4ced-bc9f-7f9eafd6523f,Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Stenoptilodes,,12,,,,,https://images.ala.org.au/image/proxyImage?imageId=ca39ed62-7625-4162-b934-1825c33e2b36,"Stenoptilodes taprobanes is a moth of the family Pterophoridae. This species has a pantropical distribution, which extends into subtropical areas."
Naupactus leucoloma,https://biodiversity.org.au/afd/taxa/e8b79e3a-5ef8-4ac3-b315-f085ac4507bb,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Naupactus,White-fringed Weevil,292,,,,,https://images.ala.org.au/image/proxyImage?imageId=392c3ae9-175c-4d64-9ab0-e8c46b5f26e4,Naupactus leucoloma is a species of broad-nosed weevil in the beetle family Curculionidae.
Dialectica scalariella,https://biodiversity.org.au/afd/taxa/959262ed-2b15-414a-b4bc-5d7881f5e846,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Dialectica,,70,,,,,https://images.ala.org.au/image/proxyImage?imageId=be0264b7-d9fa-4a7b-bc26-12bffbd7ab1d,"Dialectica scalariella is a moth of the family Gracillariidae. It is found from France to the Iberian Peninsula, Italy and the Balkan Peninsula. Recently an imago was found in Great Britain. It was introduced in Australia for the biological control of the weed Echium plantagineum and has since spread to New Zealand."
Podalonia tydei,https://biodiversity.org.au/afd/taxa/ac48e985-2adb-4c1e-bce9-39906cf6761d,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Podalonia,Wasp,344,,,,,https://images.ala.org.au/image/proxyImage?imageId=90367642-a12a-409c-a95b-ee819d7ba0e9,
Diachus auratus,https://biodiversity.org.au/afd/taxa/7a8857fa-b82a-4aa5-8f16-30f13dce65cd,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diachus,,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=164a55c4-7263-4a6d-8388-29201c0a5ced,"Diachus auratus, the bronze leaf beetle, is a species of case-bearing leaf beetle in the family Chrysomelidae. It is found in Australia, the Caribbean, Central America, North America, Oceania, South America, and Southern Asia."
Belenois java,https://biodiversity.org.au/afd/taxa/9cba92b1-d1c6-43b6-b313-8c691f490d1a,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Belenois,Caper White,1535,,,,,https://images.ala.org.au/image/proxyImage?imageId=9daadb44-4214-4e87-baf2-002e36cf0cf9,"Belenois java, the caper white or common white, is a small butterfly of the family Pieridae found in Australia, Indonesia, and Melanesia. It is highly migratory and is often confused with the cabbage white."
Coboldia fuscipes,https://biodiversity.org.au/afd/taxa/7954d99a-d065-4ffb-8502-940fc597a4a1,Animalia,Arthropoda,Insecta,Diptera,Scatopsidae,Coboldia,Black Scavenger Fly,3,,,,,https://images.ala.org.au/image/proxyImage?imageId=dad6022c-d645-4501-8eb6-76d6ef8540be,Coboldia fuscipes is a species of fly in the family Scatopsidae. It is found in the Palearctic.
Stegobium paniceum,https://biodiversity.org.au/afd/taxa/8bc1ed51-2998-4686-a682-2d14381dd17b,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,Stegobium,Biscuit Beetle,24,,,,,https://images.ala.org.au/image/proxyImage?imageId=5bb3cd4e-e043-45ab-a260-eb2c989081cf,"The drugstore beetle, also known as the bread beetle, biscuit beetle, and misnamed as the biscuit weevil, is a small brown beetle that infests a wide variety of dried plant products, where it is among the most common non-weevils. It is the only living member of the genus Stegobium. It belongs to the family Ptinidae, which also includes the deathwatch beetle, furniture beetle and cigarette beetle…"
Sphex gracilis,https://biodiversity.org.au/afd/taxa/e7217241-619a-4adb-a1a8-f7c51fb2f2d8,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sphex,,3,,,,,https://images.ala.org.au/image/proxyImage?imageId=a211b1bf-1dce-4b00-86ee-8a20181bda79,
Cydia pomonella,https://biodiversity.org.au/afd/taxa/15f6e8a0-b55c-4252-9f40-f76cb2cbd001,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia,Codling Moth,86,,,,,https://images.ala.org.au/image/proxyImage?imageId=c5360324-efed-4a95-b27f-e7a144c7ee5f,"The codling moth is a member of the Lepidopteran family Tortricidae. They are major pests to agricultural crops, mainly fruits such as apples and pears, and a codling moth larva is often called an ""apple worm"". Along with the apple maggot, it is the worm that people encounter when biting into an infected apple."
Thrips australis,https://biodiversity.org.au/afd/taxa/2c986659-9527-4491-9ab3-23a2435eeee3,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Eucalyptus Thrips,2,,,,,https://images.ala.org.au/image/proxyImage?imageId=2ab0f973-7678-4397-8056-a5b598b915b3,
Doratifera vulnerans,https://biodiversity.org.au/afd/taxa/4dc1544c-a86e-426b-a14a-e8164ec710da,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Doratifera,Mottled Cup Moth,418,,,,,https://images.ala.org.au/image/proxyImage?imageId=6a1de6b1-5303-4027-954f-c199cf2e3e61,"Doratifera vulnerans, commonly known as the mottled cup moth, Australian cup moth or Chinese Junk, is a species of cup moth of the family Limacodidae. The species was first described by John Lewin in 1805 and is the type species of the genus Doratifera. It is found in Australia…"
Betasyrphus serarius,https://biodiversity.org.au/afd/taxa/740faceb-0fba-42fc-b7fb-8c4a58110134,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Betasyrphus,,7,,,,,https://images.ala.org.au/image/proxyImage?imageId=baeb3ecf-5e4d-44f2-9e09-0e879a0e9353,
Stilbum cyanurum,https://biodiversity.org.au/afd/taxa/f9536f86-e011-4f6c-b065-b87b4d9ffc57,Animalia,Arthropoda,Insecta,Hymenoptera,Chrysididae,Stilbum,,3,,,,,https://images.ala.org.au/image/proxyImage?imageId=fe3841d3-0a13-4484-8188-dfb1c1e8ff13,"Stilbum cyanurum, is a large Old World species of cuckoo wasps."
Schizocerella pilicornis,https://biodiversity.org.au/afd/taxa/5b5e39d1-6625-4175-bb28-1d9aad219bad,Animalia,Arthropoda,Insecta,Hymenoptera,Argidae,Schizocerella,,15,,,,,https://images.ala.org.au/image/proxyImage?imageId=7660fe83-a57a-423b-bbed-03f14eb83130,"Schizocerella pilicornis, commonly known as the purslane sawfly or portulaca sawfly, is a species of sawfly in the family Argidae. The larva is a leaf miner on Common Purslane."
Catopsilia pyranthe,https://biodiversity.org.au/afd/taxa/9297fc88-700c-47e7-a313-87a9edc98ab4,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Catopsilia,White Migrant,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=66d09554-42af-4375-916e-f444a67daa0e,"Catopsilia pyranthe, the mottled emigrant, is a medium-sized butterfly of the family Pieridae found in south Asia, southeast Asia, and parts of Australia."
Purpureicephalus spurius,https://biodiversity.org.au/afd/taxa/66f82bb4-ae71-4543-a99e-35452536c4c8,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Purpureicephalus,Red-capped Parrot,9,,,,,https://images.ala.org.au/image/proxyImage?imageId=7c1503cb-b844-4322-a884-ca5a80c76307,"The red-capped parrot is a species of broad-tailed parrot native to southwestern Australia. It was described by Heinrich Kuhl in 1820, with no subspecies recognised. It has long been classified in its own genus owing to its distinctive elongated beak, though genetic analysis shows that it lies within the lineage of the Psephotellus parrots and that its closest relative is the mulga parrot…"
Thyreus nitidulus,https://biodiversity.org.au/afd/taxa/b71c2498-85b6-4df9-b49d-44cf26f37f20,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Thyreus,Neon Cuckoo Bee,11,,,,,https://images.ala.org.au/image/proxyImage?imageId=2ffd9f4d-310e-48a9-8c36-cd67457bcbb5,"Thyreus nitidulus, commonly known as the neon cuckoo bee, is a parasitic bee of the genus Thyreus, called cuckoo bees. It is a stocky bee, notable for its brilliant metallic blue- and black-banded colors."
Illeis galbula,https://biodiversity.org.au/afd/taxa/2ffac35b-1f2c-4b7d-ae40-e3b84e7049f3,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Illeis,Fungus-eating Ladybird,2105,,,,,https://images.ala.org.au/image/proxyImage?imageId=2244d045-f87e-449b-8f92-b488a600f608,"Illeis galbula, the fungus-eating ladybird, is a species of beetle in the family Coccinellidae."
Schrankia costaestrigalis,https://biodiversity.org.au/afd/taxa/94877f7e-aa12-4762-83e2-b87cddf510ce,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Schrankia,,1,,,,,https://images.ala.org.au/image/proxyImage?imageId=40057eca-1b47-4eb0-a41f-92ee9c71c5ab,"Schrankia costaestrigalis, the pinion-streaked snout, is a species of moth of the family Erebidae. It is found in Europe, the Canaries, Madeira, Syria, Armenia. It is also present in New Zealand. The species closely resembles Crambidae or Pyralidae species."
Hyleoides concinna,https://biodiversity.org.au/afd/taxa/c2dbbf25-f4c7-41c0-ab2c-ff8b4fec3dc1,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hyleoides,Species Of Yellowfaced Bee,180,,,,,https://images.ala.org.au/image/proxyImage?imageId=bb268c58-b9d0-4e87-9080-9837b8f21e6f,"Hyleoides concinna, the common wasp-mimic bee, is a species of solitary bee in the family Colletidae. It was first described in 1775 by Johan Christian Fabricius, who mistook it for a wasp. It is native to south-eastern Australia, and has accidentally been introduced to New Zealand. The abdomen is orange and black on top, with a yellow band underneath…"
Scopula rubraria,https://biodiversity.org.au/afd/taxa/952bd0ab-9178-4a58-bb91-654778554b03,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Scopula,Carpet Moth,3309,,,,,https://images.ala.org.au/image/proxyImage?imageId=bbc3a0ae-283a-4016-b320-7cfec8d640e3,"Scopula rubraria, also called a plantain moth, is a species of moth of the family Geometridae. It is native to Australia, New Caledonia and New Zealand."
Lumbricus terrestris,https://biodiversity.org.au/afd/taxa/b1fe4afe-3745-4d3c-9948-05a0e344afb1,Animalia,Annelida,Oligochaeta,,Lumbricidae,Lumbricus,Twachel,268,,,,,https://images.ala.org.au/image/proxyImage?imageId=cee346d6-33d3-4774-b53f-975aa64e5512,"Lumbricus terrestris is a large, reddish worm species thought to be native to Western Europe, now widely distributed around the world. In some areas where it is an introduced species, some people consider it to be a significant pest for out-competing native worms."
Bruchidius villosus,https://biodiversity.org.au/afd/taxa/db8e80aa-4d7d-4053-9aab-f1b041614197,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bruchidius,,47,,,,,https://images.ala.org.au/image/proxyImage?imageId=af973ea2-5a6f-42f2-84d2-23340bf0cf4a,Bruchidius villosus is a species of bean weevil known by the common names broom seed beetle and Scotch broom bruchid. This beetle is used as an agent of biological pest control against the noxious weed known as Scotch broom.
Nysius caledoniae,https://biodiversity.org.au/afd/taxa/281d82ac-be90-42c7-924c-fa9f6154302e,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Nysius,Grey Cluster Bug,6,,,,,https://images.ala.org.au/image/proxyImage?imageId=216bf4ba-03cb-4d3e-9e6d-52d8eb0392c5,
Vanessa kershawi,https://biodiversity.org.au/afd/taxa/028fcb36-2ec4-49a4-aa3c-75f45ef4ee39,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Australian Painted Lady,5501,,,,,https://images.ala.org.au/image/proxyImage?imageId=657aaf30-d346-4eac-991f-e1fcf0db70a7,"The Australian painted lady is a species of butterfly mostly confined to Australia, although westerly winds have dispersed it to islands east of Australia, including New Zealand. Debate surrounds the taxonomy of this species. Some believe that the Australian painted lady should be a subspecies of the painted lady due to the similarity in lifestyle and behaviour…"
Sidnia kinbergi,https://biodiversity.org.au/afd/taxa/f3b1ae5d-a616-4c45-b93f-2d1d906cd80b,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Sidnia,Crop Mirid,171,,,,,https://images.ala.org.au/image/proxyImage?imageId=e84a5499-ee8f-4bb4-9c06-c4e5d1c64a09,"Sidnia kinbergi, also known by its common name Australian crop mirid is a species from the genus Sidnia."
Scolypopa australis,https://biodiversity.org.au/afd/taxa/16dbd950-3215-4f1b-be8b-dc562bce7983,Animalia,Arthropoda,Insecta,Hemiptera,Ricaniidae,Scolypopa,Passionvine Hopper,2023,,,,,https://images.ala.org.au/image/proxyImage?imageId=67a12d35-f92d-4a8e-84ac-83ccb86f6d18,"Scolypopa australis, commonly known as the passionvine hopper, is a species of insect in the Ricaniidae family of planthoppers (Fulgoroidea) that is native to Australia and was introduced to New Zealand. Despite its name, they are found not only on passion vines, but on many plant species, including kiwifruit and the lantana…"
